"id"	"short_desc"	"missing"	"mean"	"sd"	"pvalue"	"long_desc"
"MP:0011285"	"increased circulating erythropoietin level"	0	0.175	0.380157229997694	1	"\"greater blood concentration of a sialic acid-containing glycoprotein hormone that enhances erythropoiesis and participates in wound healing; it is formed in the kidney and liver and can be detected in plasma and urine\"\" [ISBN:0-683-40008-8, MGI:csmith]\""
"MP:0011289"	"abnormal nephron number"	0	0.005	0.0705689732104696	1	"\"anomaly in the total number of the filtering units of the kidney; nephron number can be used as an index of the efficiency of ureteric branching and nephrogenesis\"\" [MGI:anna]\""
"MP:0011290"	"decreased nephron number"	0	0.068	0.259698755182699	1	"\"reduction in the total number of filtering units of the kidney\"\" [MGI:anna]\""
"MP:0011291"	"nephron necrosis"	0	0	0	1	"\"morphological changes resulting from pathological death of nephron tissue; usually due to irreversible damage\"\" [MGI:anna]\""
"MP:0011292"	"absent nephron"	0	0	0	1	"\"complete absence of functional filtering units in the kidney\"\" [MGI:anna]\""
"MP:0011293"	"dilated nephron"	0	0.012	0.108939744206914	1	"\"stretched or widened aperture of the luminal space of the filtering unit of the kidney\"\" [MGI:anna]\""
"MP:0011294"	"renal glomerulus hypertrophy"	0	0.073	0.267848357737625	1	"\"increase in the bulk size of the capillary loops of the kidney that normally function as a filtration unit, due to cell enlargement\"\" [MGI:anna]\""
"MP:0011295"	"abnormal tubuloglomerular feedback response"	0	0	0	1	"\"any anomaly in the blood flow control mechanism that is operated in the juxtaglomerular apparatus of the kidney and involved in renal autoregulation by limiting changes in the glomerular filtration rate. TGF responds to changes in the concentration of NaCl in the tubular fluid at the level of the macula densa\"\" [MGI:anna]\""
"MP:0011296"	"decreased tubuloglomerular feedback response"	0	0.038	0.191291904148065	1	"\"attenuation of the blood flow control mechanism that is operated in the juxtaglomerular apparatus of the kidney and involved in renal autoregulation by limiting changes in the glomerular filtration rate. TGF responds to changes in the concentration of NaCl in the tubular fluid at the level of the macula densa\"\" [MGI:anna]\""
"MP:0011297"	"absent tubuloglomerular feedback response"	0	0	0	1	"\"absence of the blood flow control mechanism that is operated in the juxtaglomerular apparatus of the kidney and involved in renal autoregulation by limiting changes in the glomerular filtration rate. TGF responds to changes in the concentration of NaCl in the tubular fluid at the level of the macula densa\"\" [MGI:anna]\""
"MP:0011298"	"ureter hypoplasia"	0	0.078	0.282835634240094	1	"\"underdevelopment or reduced size of the ureter, usually due to a reduced number of cells\"\" [MGI:anna]\""
"MP:0011299"	"abnormal macula densa morphology"	0	0	0	1	"\"any structural anomaly of the specialized group of densely packed epithelial cells marking the origin of the convoluted portion of the distal tubule of a nephron, in contact with the afferent arteriole of the renal corpuscle and contiguous with the juxtaglomerular cells; these cells are tall, thin and columnar, have prominent nuclei, and act as sensors of solute concentration and flow of tubular fluid\"\" [MGI:anna]\""
"MP:0011300"	"abnormal juxtaglomerular cell morphology"	0	0.044	0.205197724417465	1	"\"any structural anomaly of the specialized smooth muscle cells that synthesize, store, and secrete renin and are found in the wall of each afferent arteriole of a kidney glomerulus near its point of entry adjacent to a macula densa; J-G cells are distinguished by their granulated cytoplasm and play a critical role in the renin-angiotensin system and thus in renal autoregulation\"\" [MGI:anna]\""
"MP:0011301"	"juxtaglomerular cell hyperplasia"	0	0.047	0.211744742168102	1	"\"increased number of the specialized smooth muscle cells that synthesize, store, and secrete renin and are found in the wall of each afferent arteriole of a kidney glomerulus near its point of entry adjacent to a macula densa\"\" [MGI:anna]\""
"MP:0011302"	"abnormal extraglomerular mesangial cell morphology"	0	0	0	1	"\"any structural anomaly of the light-staining cells in the kidney found outside the glomerulus, near the vascular pole and macula densa; lacis cells form the juxtaglomerular apparatus in combination with two other types of cells: the macula densa of the distal convoluted tubule and juxtaglomerular cells of the afferent arteriole\"\" [MGI:anna]\""
"MP:0011303"	"absent kidney papilla"	0	0	0	1	"\"absence of the apex (tip) of a renal pyramid i.e. the location where each medullary pyramid empties urine into a minor calyx\"\" [MGI:anna]\""
"MP:0011304"	"kidney papillary atrophy"	0	0.097	0.299467328235787	1	"\"acquired diminution of the size of the apex (tip) of a renal pyramid associated with wasting as from death and reabsorbtion of cells, diminished cellular proliferation, decreased cellular volume, pressure, ischemia, malnutrition, reduced function or malfunction, or hormonal changes\"\" [MGI:anna]\""
"MP:0011305"	"dilated kidney calyx"	0	0.043	0.202958597236462	1	"\"an expansion in the lumen volume or area of any of the branches of the renal pelvis that surround each renal papilla and collect urine\"\" [MGI:anna]\""
"MP:0011308"	"kidney corticomedullary cysts"	0	0.053	0.224145580463326	1	"\"development of abnormal membranous sacs in the corticomedullary junction of the kidney\"\" [MGI:anna]\""
"MP:0011309"	"abnormal kidney arterial blood vessel morphology"	0	0.029	0.167890402308134	1	"\"any structural anomaly of the network of tubes that supply blood to the renal tissues\"\" [MGI:csmith]\""
"MP:0011310"	"abnormal kidney capillary morphology"	0	0	0	1	"\"any structural anomaly of the small branching blood vessels in the kidney that form a network between the arterioles and venules, where the exchange of water, oxygen, carbon dioxide, and other nutrient and waste chemical substances occurs between the blood and the surrounding tissues\"\" [http://en.wikipedia.org/wiki/Capillary, MGI:csmith]\""
"MP:0011311"	"abnormal kidney venous blood vessel morphology"	0	0	0	1	"\"any structural anomaly of the network of tubes that return blood from the renal tissues to the systemic circulation\"\" [MGI:csmith]\""
"MP:0011312"	"abnormal kidney afferent arteriole morphology"	0	0.018	0.133017644294634	1	"\"any structural anomaly of the blood vessels that branch from the kidney interlobular artery, convey blood to the glomerular capillaries, and play an important role in the regulation of blood pressure as a part of the tubuloglomerular feedback mechanism\"\" [ISBN:0-683-40008-8, MGI:csmith]\""
"MP:0011313"	"abnormal kidney efferent arteriole morphology"	0	0.01	0.0995485304256668	1	"\"any structural anomaly of the blood vessels that convey blood from the glomerulocapillary network to the capillary bed of the proximal convoluted tubule\"\" [ISBN:0-683-40008-8, MGI:csmith]\""
"MP:0011314"	"abnormal kidney cortex artery morphology"	0	0	0	1	"\"any structural anomaly of the network of tubes that supplies blood to the renal cortex\"\" [MGI:csmith]\""
"MP:0011316"	"abnormal kidney interlobular artery morphology"	0	0.057	0.231958627355839	1	"\"any structural anomaly of the branches of the arcuate arteries of the kidney that radiate outward throught the renal columns and supply the glomeruli\"\" [ISBN:0-683-40008-8]\""
"MP:0011317"	"abnormal renal artery morphology"	0	0	0	1	"\"any structural anomaly of the pair of major vessels which arise off the side of the abdominal aorta, immediately below the superior mesenteric artery, and supply the kidneys with blood; small branches of the renal artery also supply the suprarenal gland, the ureter and some surrounding tissues\"\" [MGI:csmith]\""
"MP:0011318"	"abnormal right renal artery morphology"	0	0.012	0.108939744206914	1	"\"any structural anomaly of the major vessel which arises off the side of the abdominal aorta, immediately below the superior mesenteric artery, and supplies the right kidney with blood\"\" [MGI:csmith]\""
"MP:0011321"	"abnormal peritubular capillary morphology"	0	0.027	0.162164414398774	1	"\"any structural anomaly of the tiny blood vessels that receive blood from the efferent arterioles of the glomerulus, and interact with superficial cortical nephrons allowing reabsorption and secretion between blood and the inner lumen of the nephron; peritubular capillaries are situated around the tubule and are at low pressure\"\" [MGI:csmith]\""
"MP:0011327"	"abnormal left renal vein morphology"	0	0	0	1	"\"any structural anomaly of the longer of the two renal veins that receives blood from the left kidney; the left renal vein usually receives the left inferior phrenic vein, the left suprarenal vein, the left gonadal vein (left testicular vein in males, left ovarian vein in females) and the left second lumbar vein whereas these veins on the right side drain directly into the inferior vena cava\"\" [ISBN:0-683-40008-8]\""
"MP:0011331"	"abnormal papillary duct morphology"	0	0	0	1	"\"any structural anomaly of the largest straight excretory ducts in the kidney medulla and papillae that are a continuation of the collecting tubules, and that open into the area cribosa\"\" [ISBN:0-683-40008-8]\""
"MP:0011332"	"abnormal kidney outer medulla morphology"	0	0.076	0.265130711714607	1	"\"any structural anomaly of the outer medullary region of the adult kidney containing the short Loops of Henle and collecting ducts\"\" [MGI:csmith, PMID:20614633]\""
"MP:0011333"	"abnormal kidney inner medulla morphology"	0	0.003	0.054717401199198	1	"\"any structural anomaly of the inner medullary region of the adult kidney containing collecting ducts and the long loops of Henle\"\" [MGI:csmith, PMID:20614633]\""
"MP:0011334"	"abnormal nephrogenic zone morphology"	0	0.035	0.18387171834953	1	"\"any structural anomaly in the region found at the periphery of the developing metanephros within which the metanephric mesenchyme aggregates around the tips of the ureteric tree to form the nephrons; in rodents including mice, this region normally disappears within the first postnatal week when nephrogenesis ceases and only mature nephrons are present; in humans, it is lost by 36 weeks of gestation\"\" [PMID:17452023]\""
"MP:0011336"	"abnormal kidney pelvis urothelium morphology"	0	0	0	1	"\"any structural anomaly of the epithelial lining of the luminal space of the kidney pelvis\"\" [MGI:csmith]\""
"MP:0011338"	"abnormal mesangial matrix morphology"	0	0.002	0.0446989708829856	1	"\"any structural anomaly of the extracellular matrix secreted by intraglomerular mesangial cells\"\" [MGI:csmith]\""
"MP:0011339"	"abnormal glomerular mesangium morphology"	0	0.101	0.304781711872435	1	"\"any structural anomaly of the inner layer of the glomerulus within the basement membrane surrounding the glomerular capillaries that contain the intraglomerular mesangial cells\"\" [MGI:csmith]\""
"MP:0011341"	"abnormal loop of Henle descending limb morphology"	0	0	0	1	"\"any structural anomaly of the portion of the renal tubule that constitutes the proximal part of the loop of Henle, has low permeability to ions and urea, and is highly permeable to water; it consists of an initial short thick segment lined by low simple cuboidal epithelium and a long thin segment lined by simple squamous epithelium; however, this distinction is not as important physiologically as in the ascending limb, so often the two are treated as one structure\"\" [MGI:anna]\""
"MP:0011344"	"abnormal loop of Henle ascending limb thick segment morphology"	0	0	0	1	"\"any structural anomaly of the distal sub-portion of the ascending loop of Henle which is lined by simple cuboidal epithelium and enters the renal cortex to empty a hypotonic filtrate into the distal convoluted tubule\"\" [MGI:anna]\""
"MP:0011345"	"truncated loop of Henle"	0	0	0	1	"\"failure of the developing loop of Henle to elongate and extend into the medullary zone of the kidney\"\" [MGI:anna]\""
"MP:0011346"	"renal tubule atrophy"	0	0.402	0.605609414361074	1	"\"acquired diminution of the size of the loops of Henle, the proximal convoluted tubule or the distal convoluted tubule associated with wasting as from death and reabsorbtion of cells, diminished cellular proliferation, decreased cellular volume, pressure, ischemia, malnutrition, reduced function or malfunction, or hormonal changes\"\" [MGI:anna]\""
"MP:0011347"	"abnormal kidney medullary ray morphology"	0	0.044	0.205197724417465	1	"\"any structural anomaly in the center of a renal, cortical lobule, consisting of the ascending or descending limbs of the loop of Henle or of the collecting tubules; medullary rays are regions where parallel arrays of straight tubules travel perpendicular to the capsule and extend from the cortex to the medulla\"\" [ISBN:0-683-40008-8, MGI:anna]\""
"MP:0011348"	"abnormal renal glomerulus basement membrane morphology"	0	0.356	0.565317241541052	1	"\"any structural anomaly of the layer of extracellular matrix that lies between the endothelium of the glomerular capillaries and the podocytes of the inner or visceral layer of the Bowman capsule; it is a fusion of the endothelial cell and podocyte basal laminas and acts as a physical barrier and an ion-selective filter\"\" [MGI:anna]\""
"MP:0011349"	"abnormal renal glomerulus basement membrane thickness"	0	0.013	0.113330683593826	1	"\"increased or decreased width of the layer of extracellular matrix that lies between the endothelium of the glomerular capillaries and the podocytes of the inner or visceral layer of the Bowman capsule\"\" [MGI:anna]\""
"MP:0011351"	"absent proximal convoluted tubule brush border"	0	0.015	0.121613279660528	1	"\"failure to form a brush border of densely packed microvilli on the luminal surface of epithelial cells of the proximal convoluted tubule\"\" [MGI:anna]\""
"MP:0011352"	"proximal convoluted tubule brush border loss"	0	0.047	0.211744742168102	1	"\"attenuation or degeneration of the microvillus brush border normally present on the luminal surface of epithelial cells of the proximal convoluted tubule; may be associated with renal tubular injury and/or cystic changes\"\" [MGI:anna]\""
"MP:0011359"	"decreased glomerular capillary number"	0	0.039	0.198792652073759	1	"\"reduced number of the small branching blood vessels in the kidney glomerulus that receives blood from the kidney afferent arterioles\"\" [MGI:csmith]\""
"MP:0011361"	"pelvic kidney"	0	0.007	0.0834143750078963	1	"\"an ectopic kidney located outside the renal fossa and within the pelvic cavity; pelvic kidneys may also, on occasion, occur as fused midline horseshoe kidneys\"\" [MGI:anna]\""
"MP:0011362"	"ectopic adrenal gland"	0	0	0	1	"\"an adrenal gland located outside of its normal position\"\" [MGI:anna]\""
"MP:0011363"	"renal glomerulus atrophy"	0	0.053	0.224145580463326	1	"\"acquired diminution of the size of the capillary loops of the kidney associated with wasting as from death and reabsorbtion of cells, diminished cellular proliferation, decreased cellular volume, pressure, ischemia, malnutrition, reduced function or malfunction, or hormonal changes\"\" [MGI:anna]\""
"MP:0011364"	"abnormal metanephros morphology"	0	0.031	0.173404351355637	1	"\"any structural anomaly of the primordium of the permanent kidney, which develops later than and caudal to the mesonephros, from the mesonephric duct and nephrogenic cord; the metanephros is an endocrine and metabolic organ that filters the blood and excretes the end products of body metabolism in the form of urine\"\" [GO:0001656]\""
"MP:0011365"	"small metanephros"	0	0.017	0.129335717138491	1	"\"reduced size of the primordium of the permanent kidney, which develops later than and caudal to the mesonephros, from the mesonephric duct and nephrogenic cord\"\" [MGI:anna]\""
"MP:0011366"	"absent metanephros"	0	0.059	0.235742602375079	1	"\"absence of the primordium of the permanent kidney, which develops later than and caudal to the mesonephros, from the mesonephric duct and nephrogenic cord\"\" [MGI:anna]\""
"MP:0011368"	"increased kidney apoptosis"	0	0.315	0.563997422948982	1	"\"increase in the number of cells of the kidney undergoing programmed cell death\"\" [MGI:anna]\""
"MP:0011369"	"increased renal glomerulus apoptosis"	0	0.017	0.129335717138491	1	"\"increase in the number of cells of the kidney glomerulus undergoing programmed cell death\"\" [MGI:anna]\""
"MP:0011371"	"decreased kidney apoptosis"	0	0.107	0.309267920493941	1	"\"decrease in the number of cells of the kidney undergoing programmed cell death\"\" [MGI:anna]\""
"MP:0011372"	"decreased renal tubule apoptosis"	0	0.175	0.380157229997694	1	"\"decrease in the number of renal tubule cells undergoing programmed cell death\"\" [MGI:anna]\""
"MP:0011378"	"abnormal kidney outer medulla inner stripe morphology"	0	0.076	0.265130711714607	1	"\"any structural anomaly of the deep, centrally located portion of the renal outer medulla that is traversed by thin descending and thick ascending portions of the loops of Henle\"\" [GO:0072057]\""
"MP:0011379"	"abnormal kidney outer medulla outer stripe morphology"	0	0.141	0.34819569244929	1	"\"any structural anomaly of the region of the kidney outer medulla that lies just below the cortex; the proximal straight tubules are present in this region\"\" [MP:0072058]\""
"MP:0011382"	"abnormal kidney lobule morphology"	0	0	0	1	"\"any structural anomaly of the portion of a renal lobe consisting of nephrons grouped around a single medullary ray and draining into a single collecting duct; human kidneys have multilobular, multipapillary architecture while mice and rats have unilobular, unipapillary kidneys\"\" [MGI:csmith]\""
"MP:0011383"	"abnormal kidney capsule morphology"	0	0	0	1	"\"any structural anomaly of the tough fibrous layer surrounding the kidney which is covered in a thick layer of perirenal adipose tissue that functions to provide some protection from trauma and damage\"\" [MGI:anna]\""
"MP:0011384"	"abnormal progesterone level"	0	0	0	1	"\"anomaly in the concentration of the antiestrogenic steroid released by the corpus luteum that stimulates the uterus to prepare for pregnancy\"\" [ISBN:0-683-40008-8]\""
"MP:0011385"	"abnormal testosterone level"	0	0	0	1	"\"anomaly in the concentration of a potent androgen that promotes development of male secondary sex characteristics and the development of spermatozoa and may regulate sexual desire and help maintain bone and muscle health in both males and females\"\" [ISBN:0-683-40008-8]\""
"MP:0011386"	"increased metanephric mesenchyme apoptosis"	0	0.195	0.423266055990974	1	"\"increase in the number of cells of the metanephric mesenchyme (MM) undergoing programmed cell death; usually due to failure of MM cells to interact with the ureteric bud (UB) tips after UB invasion\"\" [MGI:anna]\""
"MP:0011387"	"absent metanephric mesenchyme"	0	0.04	0.196057232558349	1	"\"absence of the embryonic connective tissue made up of loosely aggregated mesenchymal cells, supported by interlaminar jelly, that gives rise to the developing metanephros; normally, interactions between the ureteric bud and the metanephric mesenchyme lead to the initiation of outgrowth and repetitive branching of the UB that ultimately generates the definitive renal collecting system and induces formation of renal vesicles from the mesenchyme tissue\"\" [MGI:anna]\""
"MP:0011388"	"absent heart"	0	0.077	0.266724843503829	1	"\"absence of the hollow, muscular organ that maintains the circulation of the blood\"\" [MGI:smb]\""
"MP:0011389"	"absent optic disc"	0	0.014	0.117549214450024	1	"\"absence of the area in the retina where all of the axons of the ganglion cells exit the retina to form the optic nerve\"\" [MGI:smb]\""
"MP:0011390"	"abnormal fetal cardiomyocyte physiology"	0	0	0	1	"\"any functional anomaly of fetal and neonatal heart cells that undergo proliferation and are not yet terminally differentiated into binucleate or multinucleate cardiac myocytes\"\" [MGI:csmith, PMID:17429040]\""
"MP:0011392"	"increased fetal cardiomyocyte apoptosis"	0	0	0	1	"\"increase in the number of fetal cardiomyocytes undergoing programmed cell death\"\" [MGI:csmith]\""
"MP:0011394"	"increased fetal cardiomyocyte proliferation"	0	0	0	1	"\"increase in the ability of the differentiating cardiac muscle cell population to undergo expansion by cell division\"\" [MGI:csmith]\""
"MP:0011395"	"decreased fetal cardiomyocyte proliferation"	0	0.006	0.0772655807586403	1	"\"reduced ability of the differentiating cardiac muscle cell population to undergo expansion by cell division\"\" [MGI:csmith]\""
"MP:0011396"	"abnormal sleep behavior"	0	0.158	0.375735514926626	1	"\"any anomaly in the actions, reactions, or performance of an organism during a periodic, readily reversible state of reduced awareness and metabolic activity\"\" [MGI:smb]\""
"MP:0011400"	"complete lethality"	0	0.429	0.594400801069709	1	"\"all individuals of a given genotype in a population die before the end of the normal lifespan but time(s) of death are unspecified\"\" [MGI:llw2]\""
"MP:0011401"	"abnormal vascular smooth muscle development"	0	0	0	1	"\"anomaly in the process of forming the nonstriated, involuntary muscle tissue of the blood vessels\"\" [MGI:smb]\""
"MP:0011403"	"pyelonephritis"	0	0.089	0.284886223184204	1	"\"a diffuse pyogenic infection of the pelvis and parenchyma of the kidney; an ascending urinary tract infection that has reached the pyelum or pelvis of the kidney usually resulting from noncontagious bacterial infection of the bladder\"\" [MGI:anna]\""
"MP:0011404"	"pyelitis"	0	0	0	1	"\"acute inflammation of the pelvis of the kidney, caused by bacterial infection\"\" [MGI:anna]\""
"MP:0011406"	"abnormal retrotrapezoid nucleus morphology"	0	0	0	1	"\"any structural anomaly in the loose collection of neurons that reside in the rostral medulla close to the medullary surface, ventral and immediately caudal of nVII, that are crucial for CO2 sensing in the brain\"\" [MGI:smb, PMID:21900566]\""
"MP:0011407"	"absent nephrogenic zone"	0	0	0	1	"\"absence of the region found at the periphery of the developing metanephros within which the metanephric mesenchyme aggregates around the tips of the ureteric tree to form the nephrons;in rodents including mice, this region normally persists for a few days postnatally, although it is lost in humans by 36 weeks of gestation\"\" [PMID:17452023]\""
"MP:0011408"	"renal tubule hypertrophy"	0	0.022	0.146756729104793	1	"\"increase in the bulk size of the loop of Henle, the proximal convoluted tubule or the distal convoluted tubule, due to cell enlargement\"\" [MGI:anna]\""
"MP:0011410"	"ectopic testis"	0	0	0	1	"\"one or both of the testes located outside the normal pathway of descent into the scrotum\"\" [MGI:anna]\""
"MP:0011411"	"abnormal gonadal ridge morphology"	0	0.047	0.211744742168102	1	"\"any structural anomaly of the elevation of thickened mesothelium and underlying mesenchyme found on the ventromedial border of the embryonic mesonephros in which the primordial germ cells become embedded, establishing it as the primordium of the testis or ovary\"\" [MGI:anna]\""
"MP:0011412"	"gonadal ridge hypoplasia"	0	0.005	0.0705689732104696	1	"\"underdevelopment or reduced size of the elevation of thickened mesothelium and underlying mesenchyme found on the ventromedial border of the embryonic mesonephros, usually due to reduced cell number; normally, primordial germ cells become embedded in it, establishing it as the primordium of the testis or ovary\"\" [MGI:anna]\""
"MP:0011413"	"colorless urine"	0	0.112	0.327968845416091	1	"\"absence of the usual straw-coloration of the urine\"\" [MGI:anna]\""
"MP:0011414"	"erythruria"	0	0.016	0.125537881771837	1	"\"passage of red colored urine\"\" [MGI:anna]\""
"MP:0011415"	"abnormal aldosterone level"	0	0.107	0.309267920493941	1	"\"anomaly in the concentration of the hormone that is secreted by the adrenal cortex and regulates sodium conservation and potassium secretion in the distal renal tubule\"\" [ISBN:0-683-40008-8]\""
"MP:0011417"	"abnormal renal transport"	0	0.179	0.406354677743624	1	"\"any anomaly of the directed movement of substances through the kidney\"\" [MGI:csmith]\""
"MP:0011418"	"leukocyturia"	0	0.001	0.0316227766016838	1	"\"presence of white blood cells in the urine\"\" [MGI:anna]\""
"MP:0011419"	"erythrocyturia"	0	0.008	0.0891288053546324	1	"\"presence of red blood cells in the urine\"\" [MGI:anna]\""
"MP:0011420"	"pyuria"	0	0.01	0.0995485304256668	1	"\"presence of pus in the urine when voided; a sign of inflammation often related to urinary tract infection\"\" [MGI:anna]\""
"MP:0011422"	"kidney medulla atrophy"	0	0.099	0.308697739373476	1	"\"acquired diminution of the size of the inner portion of the kidney consisting of the renal pyramids, associated with wasting as from death and reabsorbtion of cells, diminished cellular proliferation, decreased cellular volume, pressure, ischemia, malnutrition, reduced function or malfunction, or hormonal changes\"\" [MGI:anna]\""
"MP:0011423"	"kidney cortex atrophy"	0	0.27	0.495323475463606	1	"\"acquired diminution of the size of the outer portion of the kidney located between the renal capsule and the renal medulla, associated with wasting as from death and reabsorbtion of cells, diminished cellular proliferation, decreased cellular volume, pressure, ischemia, malnutrition, reduced function or malfunction, or hormonal changes\"\" [MGI:anna]\""
"MP:0011424"	"decreased urine uric acid level"	0	0.071	0.256953351846254	1	"\"abnormally low amount in the urine of the final oxidation product of purine catabolism in humans and primates, but which in rodents and most other mammals is normally is further oxidized by uricase to allantoin that is excreted in the urine\"\" [MGI:anna]\""
"MP:0011425"	"abnormal kidney interstitium morphology"	0	0.152	0.364731447820213	1	"\"any structural anomaly of the kidney region located between the nephrons, ureteric epithelia (ureteric tips, trunk and collecting duct system) and renal vasculature, and composed of renal support cells, including fibroblasts and macrophages, and mesenchymal stroma or interstitial cells; the renal vasculature lies within the renal interstitium but is not a part of it; various conditions can lead to scarring (fibrosis) and congestion of this area, which can cause kidney dysfunction and failure\"\" [MGI:anna]\""
"MP:0011426"	"abnormal ureter smooth muscle morphology"	0	0.273	0.454618166902377	1	"\"any structural anomaly of the smooth muscle tissue surrounding the epithelium of the ureter\"\" [MGI:anna]\""
"MP:0011428"	"mesangial cell hypoplasia"	0	0.006	0.0772655807586403	1	"\"decreased number of the phagocytic cells in the capillary tuft of the renal glomerulus, interposed between endothelial cells and the basement membrane in the central or stalk region of the tuft\"\" [MGI:anna]\""
"MP:0011429"	"absent mesangial cell"	0	0	0	1	"\"absence of the phagocytic cells in the capillary tuft of the renal glomerulus, normally interposed between endothelial cells and the basement membrane in the central or stalk region of the tuft\"\" [MGI:anna]\""
"MP:0011430"	"mesangiolysis"	0	0.049	0.215976030257169	1	"\"an injurious glomerular process that affects primarily the mesangium, starting with loosening and detachment of its matrix and progressing to dissolution/attenuation with degeneration of mesangial cells; mesangial cells may show only edema and vacuolization, or may undergo severe degeneration and necrosis\"\" [MGI:anna]\""
"MP:0011431"	"increased urine flow rate"	0	0	0	1	"\"increased volume of urine produced in a specified period of time\"\" [MGI:anna]\""
"MP:0011432"	"decreased urine flow rate"	0	0.003	0.054717401199198	1	"\"reduced volume of urine produced in a specified period of time\"\" [MGI:anna]\""
"MP:0011433"	"glomerular capillary congestion"	0	0	0	1	"\"obstruction of the normal flux of blood within the renal glomerular capillaries\"\" [MGI:anna]\""
"MP:0011435"	"increased urine magnesium level"	0	0.032	0.187112295189309	1	"\"higher than normal amount of magnesium in the urine\"\" [MGI:anna]\""
"MP:0011436"	"decreased urine magnesium level"	0	0	0	1	"\"lower than normal amount of magnesium in the urine\"\" [MGI:anna]\""
"MP:0011437"	"glomerulus hemorrhage"	0	0.014	0.117549214450024	1	"\"bleeding in the renal glomerulus\"\" [MGI:anna]\""
"MP:0011438"	"absent kidney medulla"	0	0	0	1	"\"failure of the inner portion of the kidney, normally consisting of the renal pyramids, to form\"\" [MGI:anna]\""
"MP:0011440"	"increased kidney cell proliferation"	0	0.05	0.222597281091997	1	"\"increase in the expansion rate of any kidney cell population by cell division\"\" [MGI:anna]\""
"MP:0011442"	"abnormal renal sodium ion transport"	0	0.052	0.222138122224316	1	"\"any anomaly in the directed movement of sodium ions (Na+) by the kidney\"\" [GO:0003096]\""
"MP:0011443"	"abnormal renal water transport"	0	0	0	1	"\"any anomaly in the directed movement of water (H2O) by the kidney\"\" [GO:0003097]\""
"MP:0011445"	"abnormal renal protein reabsorption"	0	0.057	0.231958627355839	1	"\"any anomaly in the process in which proteins are taken up from the collecting ducts and proximal and distal loops of the nephron\"\" [GO:0097017]\""
"MP:0011447"	"abnormal renal glucose reabsorption"	0	0.092	0.29937539248513	1	"\"any anomaly in the process in which glucose is taken up from the collecting ducts and proximal and distal loops of the nephron\"\" [GO:0035623]\""
"MP:0011448"	"decreased dopaminergic neuron number"	0	0.183	0.402085404699888	1	"\"fewer than normal numbers of the neurons that utilize dopamine as a neurotransmitter\"\" [MGI:smb]\""
"MP:0011450"	"ectopic dopaminergic neuron"	0	0	0	1	"\"abnormal location of one or more of the neurons that utilize dopamine as a neurotransmitter\"\" [MGI:smb]\""
"MP:0011451"	"increased susceptibility to dopaminergic neuron neurotoxicity"	0	0.073	0.260266668512775	1	"\"greater than normal amount of dopaminergic neuronal cell death following exposure to a neurotoxic compound, such as MPTP-induced cell death occurring through interference in mitochondrial metabolism\"\" [MGI:csmith]\""
"MP:0011452"	"decreased susceptibility to dopaminergic neuron neurotoxicity"	0	0.152	0.367465686875701	1	"\"less than normal amount of dopaminergic neuronal cell death following exposure to a neurotoxic compound, such as MPTP-induced cell death occurring through interference in mitochondrial metabolism\"\" [MGI:csmith]\""
"MP:0011453"	"abnormal glomerular capillary endothelium morphology"	0	0.064	0.252918896027893	1	"\"any structural anomaly of the thin, extremely flattened layer of cells that line the interior surface of glomerular capillaries and is densely perforated by large transcellular pores (aka fenestrae or fenestrations) that, unlike those of other fenestrated capillaries, are generally thought to lack diaphragms\"\" [MGI:anna]\""
"MP:0011454"	"abnormal glomerular endothelium fenestra morphology"	0	0.046	0.209589904165081	1	"\"any structural anomaly of the large plasma membrane-lined circular pores that perforate the flattened glomerular endothelium and, unlike those of other fenestrated capillaries, are not spanned by diaphragms; the density and size of glomerular fenestrae account, at least in part, for the high permeability of the glomerular capillary wall to water and small solutes\"\" [MGI:anna]\""
"MP:0011455"	"absent glomerular endothelium fenestra"	0	0.011	0.104354635210372	1	"\"absence of the large plasma membrane-lined circular pores that normally perforate the flattened glomerular endothelium; loss of fenestrae may lead to a reduction in the glomerular filtration rate or proteinuria\"\" [MGI:anna]\""
"MP:0011457"	"abnormal metanephric ureteric bud development"	0	0.017	0.129335717138491	1	"\"any anomaly in the development of the portion of the ureteric bud tube that contributes to the morphogenesis of the metanephros\"\" [GO:0035502]\""
"MP:0011459"	"increased urine chloride ion level"	0	0.049	0.220562117435537	1	"\"abnormally large amounts of chloride ion in the urine\"\" [MGI:csmith]\""
"MP:0011462"	"increased urine bicarbonate level"	0	0.016	0.125537881771837	1	"\"an increased amount of bicarbonate in the urine compared to the normal state\"\" [MGI:csmith]\""
"MP:0011464"	"bilirubinuria"	0	0	0	1	"\"presence of conjugated bilirubin in the urine\"\" [MGI:csmith]\""
"MP:0011465"	"abnormal urine urea nitrogen level"	0	0	0	1	"\"any change in the amount of nitrogen in the form of urea in the urine\"\" [MGI:csmith]\""
"MP:0011466"	"increased urine urea nitrogen level"	0	0.017	0.129335717138491	1	"\"abnormally high amounts of nitrogen in the form of urea in the urine\"\" [MGI:csmith]\""
"MP:0011470"	"increased urine creatinine level"	0	0.17	0.38891033831881	1	"\"an increased amount of creatinine in the urine compared to the normal state\"\" [MGI:csmith]\""
